fiveStarMovies::movieID	fiveStarMovies::avgRating	oldestFiveStars::movieID	oldestFiveStars::title	oldestFiveStars::year	oldestFiveStars::genre
170777	5.0	170777	There Once Was a Dog	1982	(Animation,Children,Comedy)
5288	4.5	5288	Atomic Cafe, The	1982	(Documentary,War)
541	4.100806451612903	541	Blade Runner	1982	(Action,Sci-Fi,Thriller)
27176	4.5	27176	Style Wars	1983	(Documentary)
1238	4.055555555555555	1238	Local Hero	1983	(Comedy)
26471	4.375	26471	Eddie Murphy Delirious	1983	(Comedy,Documentary)
2512	5.0	2512	Ballad of Narayama, The (Narayama bushiko)	1983	(Drama)
172577	5.0	172577	Last Year's Snow Was Falling	1983	(Animation,Children,Comedy,Fantasy)
6001	4.071428571428571	6001	King of Comedy, The	1983	(Comedy,Drama)
173355	5.0	173355	Travels of an Ant	1983	(Animation)
3347	4.166666666666667	3347	Never Cry Wolf	1983	(Adventure,Drama)
173351	5.0	173351	Wow! A Talking Fish!	1983	(Animation,Children,Comedy,Fantasy)
1210	4.137755102040816	1210	Star Wars: Episode VI - Return of the Jedi	1983	(Action,Adventure,Sci-Fi)
6969	4.5	6969	Dernier Combat, Le (Last Battle, The)	1983	(Drama,Sci-Fi)
4809	4.166666666666667	4809	Silkwood	1983	(Drama)
147286	5.0	147286	The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra	1983	(Crime,Mystery)
73822	5.0	73822	Meantime	1984	(Comedy,Drama)
1288	4.015151515151516	1288	This Is Spinal Tap	1984	(Comedy)
1299	4.017857142857143	1299	Killing Fields, The	1984	(Drama,War)
1227	4.0625	1227	Once Upon a Time in America	1984	(Crime,Drama)
1225	4.184210526315789	1225	Amadeus	1984	(Drama)
26524	4.5	26524	Times of Harvey Milk, The	1984	(Documentary)
145994	5.0	145994	Formula of Love	1984	(Comedy)
3111	4.25	3111	Places in the Heart	1984	(Drama)
175397	5.0	175397	In the blue sea, in the white foam.	1984	(Animation,Children,Fantasy)
7983	4.2	7983	Broadway Danny Rose	1984	(Comedy)
5500	4.2	5500	Top Secret!	1984	(Comedy)
5889	5.0	5889	Cruel Romance, A (Zhestokij Romans)	1984	(Drama,Romance)
172589	5.0	172589	Winter in Prostokvashino	1984	(Animation)
26528	4.5	26528	Anne of Green Gables	1985	(Children,Drama)
3637	5.0	3637	Vagabond (Sans toit ni loi)	1985	(Drama)
77688	4.5	77688	Three Men and a Cradle (3 hommes et un couffin)	1985	(Comedy)
6818	5.0	6818	Come and See (Idi i smotri)	1985	(Drama,War)
6345	4.666666666666667	6345	Chorus Line, A	1985	(Comedy,Drama,Musical)
7615	4.5	7615	Desert Hearts	1985	(Drama)
1199	4.177966101694915	1199	Brazil	1985	(Fantasy,Sci-Fi)
1217	4.433333333333334	1217	Ran	1985	(Drama,War)
26554	4.25	26554	Quiet Earth, The	1985	(Drama,Mystery,Sci-Fi)
130978	5.0	130978	Love and Pigeons	1985	(Comedy,Romance)
1270	4.038011695906433	1270	Back to the Future	1985	(Adventure,Comedy,Sci-Fi)
26547	4.25	26547	Police Story (Ging chaat goo si)	1985	(Action,Comedy,Crime,Thriller)
1300	4.166666666666667	1300	My Life as a Dog (Mitt liv som hund)	1985	(Comedy,Drama)
2069	4.25	2069	Trip to Bountiful, The	1985	(Drama)
7815	5.0	7815	True Stories	1986	(Comedy,Musical)
163925	5.0	163925	Wings, Legs and Tails	1986	(Animation,Comedy)
4407	4.5	4407	Salvador	1986	(Drama,Thriller,War)
4180	5.0	4180	Reform School Girls	1986	(Action,Drama)
3941	5.0	3941	Sorority House Massacre	1986	(Horror)
172583	5.0	172583	Investigation Held by Kolobki	1986	(Animation)
1131	4.090909090909091	1131	Jean de Florette	1986	(Drama,Mystery)
1132	4.0625	1132	Manon of the Spring (Manon des sources)	1986	(Drama)
147300	5.0	147300	Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches	1986	(Crime,Mystery)
6201	5.0	6201	Lady Jane	1986	(Drama,Romance)
173619	5.0	173619	Fugitives	1986	(Comedy,Crime)
6350	4.0625	6350	Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)	1986	(Action,Adventure,Animation,Children,Fantasy,Sci-Fi)
26578	4.166666666666667	26578	Sacrifice, The (Offret - Sacraficatio)	1986	(Drama)
131610	5.0	131610	Willy/Milly	1986	(Comedy,Fantasy)
1349	5.0	1349	Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice)	1986	(Horror)
1273	4.045454545454546	1273	Down by Law	1986	(Comedy,Drama,Film-Noir)
1259	4.0054945054945055	1259	Stand by Me	1986	(Adventure,Drama)
3727	4.3125	3727	Near Dark	1987	(Horror,Western)
3939	5.0	3939	Slumber Party Massacre II	1987	(Horror)
6791	4.4	6791	Babette's Feast (Babettes gæstebud)	1987	(Drama)
4079	4.25	4079	Amazon Women on the Moon	1987	(Comedy,Sci-Fi)
4116	5.0	4116	Hollywood Shuffle	1987	(Comedy)
4117	4.333333333333333	4117	Hope and Glory	1987	(Drama)
32657	4.25	32657	Man Who Planted Trees, The (Homme qui plantait des arbres, L')	1987	(Animation,Drama)
74282	4.75	74282	Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea)	1987	(Children,Drama,Romance)
1261	4.044117647058823	1261	Evil Dead II (Dead by Dawn)	1987	(Action,Comedy,Fantasy,Horror)
26603	4.5	26603	Prince of Darkness	1987	(Fantasy,Horror,Sci-Fi,Thriller)
4135	5.0	4135	Monster Squad, The	1987	(Adventure,Comedy,Horror)
2972	5.0	2972	Red Sorghum (Hong gao liang)	1987	(Drama,War)
26606	4.25	26606	Chinese Ghost Story, A (Sinnui yauwan)	1987	(Action,Fantasy,Horror,Romance)
3090	4.166666666666667	3090	Matewan	1987	(Drama)
1222	4.098039215686274	1222	Full Metal Jacket	1987	(Drama,War)
5404	4.5	5404	84 Charing Cross Road	1987	(Drama,Romance)
1197	4.232394366197183	1197	Princess Bride, The	1987	(Action,Adventure,Comedy,Fantasy,Romance)
8128	4.1	8128	Au revoir les enfants	1987	(Drama)
3673	4.5	3673	Benji the Hunted	1987	(Adventure,Children)
4499	4.125	4499	Dirty Rotten Scoundrels	1988	(Comedy)
138835	5.0	138835	Return to Treasure Island	1988	(Adventure,Animation,Comedy)
38159	4.5	38159	Short Film About Love, A (Krótki film o milosci)	1988	(Drama,Romance)
3496	5.0	3496	Madame Sousatzka	1988	(Drama)
3687	5.0	3687	Light Years (Gandahar)	1988	(Adventure,Animation,Fantasy,Sci-Fi)
4393	4.5	4393	Another Woman	1988	(Drama)
4495	5.0	4495	Crossing Delancey	1988	(Comedy,Romance)
4537	4.333333333333333	4537	Running on Empty	1988	(Drama)
5690	4.15625	5690	Grave of the Fireflies (Hotaru no haka)	1988	(Animation,Drama,War)
8804	5.0	8804	Story of Women (Affaire de femmes, Une)	1988	(Drama)
183317	4.5	183317	Patti Rocks	1988	(Comedy,Drama)
140133	5.0	140133	Hollywood Chainsaw Hookers	1988	(Comedy,Horror)
72104	4.5	72104	Balance	1989	(Animation,Drama,Mystery,Sci-Fi,Thriller)
1242	4.170731707317073	1242	Glory	1989	(Drama,War)
26587	5.0	26587	Decalogue, The (Dekalog)	1989	(Crime,Drama,Romance)
1223	4.089285714285714	1223	Grand Day Out with Wallace and Gromit, A	1989	(Adventure,Animation,Children,Comedy,Sci-Fi)
1291	4.046428571428572	1291	Indiana Jones and the Last Crusade	1989	(Action,Adventure)
34450	4.5	34450	Miracles - Mr. Canton and Lady Rose	1989	(Action,Comedy,Crime,Drama)
4612	4.5	4612	Jesus of Montreal (Jésus de Montréal)	1989	(Drama)
2931	4.166666666666667	2931	Time of the Gypsies (Dom za vesanje)	1989	(Comedy,Crime,Drama,Fantasy)
3019	4.15	3019	Drugstore Cowboy	1989	(Crime,Drama)
69524	4.333333333333333	69524	Raiders of the Lost Ark: The Adaptation	1989	(Action,Adventure,Thriller)
26662	4.0588235294117645	26662	Kiki's Delivery Service (Majo no takkyûbin)	1989	(Adventure,Animation,Children,Drama,Fantasy)
1172	4.161764705882353	1172	Cinema Paradiso (Nuovo cinema Paradiso)	1989	(Drama)
3424	4.037037037037037	3424	Do the Right Thing	1989	(Drama)
3429	4.25	3429	Creature Comforts	1989	(Animation,Comedy)
3942	5.0	3942	Sorority House Massacre II	1990	(Horror)
3940	5.0	3940	Slumber Party Massacre III	1990	(Horror)
26713	4.5	26713	Days of Being Wild (A Fei jingjyuhn)	1990	(Drama,Romance)
100906	5.0	100906	Maniac Cop 2	1990	(Action,Horror,Thriller)
1245	4.225	1245	Miller's Crossing	1990	(Crime,Drama,Film-Noir,Thriller)
1249	4.071428571428571	1249	Femme Nikita, La (Nikita)	1990	(Action,Crime,Romance,Thriller)
6270	4.333333333333333	6270	Akira Kurosawa's Dreams (Dreams)	1990	(Drama,Fantasy)
6235	4.333333333333333	6235	Europa Europa (Hitlerjunge Salomon)	1990	(Drama,War)
1236	4.333333333333333	1236	Trust	1990	(Comedy,Drama,Romance)
5657	4.5	5657	Flashback	1990	(Action,Adventure,Comedy,Crime,Drama)
1277	4.125	1277	Cyrano de Bergerac	1990	(Comedy,Drama,Romance)
1213	4.25	1213	Goodfellas	1990	(Crime,Drama)
40491	5.0	40491	Match Factory Girl, The (Tulitikkutehtaan tyttö)	1990	(Comedy,Drama)
1192	4.5	1192	Paris Is Burning	1990	(Documentary)
3531	5.0	3531	All the Vermeers in New York	1990	(Comedy,Drama,Romance)
593	4.161290322580645	593	Silence of the Lambs, The	1991	(Crime,Horror,Thriller)
6440	4.035714285714286	6440	Barton Fink	1991	(Drama,Thriller)
6027	4.166666666666667	6027	Dogfight	1991	(Drama,Romance)
5637	4.5	5637	Flirting	1991	(Drama)
5279	4.25	5279	Impromptu	1991	(Comedy,Romance)
158398	5.0	158398	World of Glory	1991	(Comedy)
8580	5.0	8580	Into the Woods	1991	(Adventure,Comedy,Fantasy,Musical)
1611	4.1	1611	My Own Private Idaho	1991	(Drama,Romance)
26736	4.5	26736	Riki-Oh: The Story of Ricky (Lik Wong)	1991	(Action,Crime,Thriller)
1280	4.333333333333333	1280	Raise the Red Lantern (Da hong deng long gao gao gua)	1991	(Drama)
1279	4.125	1279	Night on Earth	1991	(Comedy,Drama)
7037	4.5	7037	High Heels (Tacones lejanos)	1991	(Comedy,Drama)
506	4.5	506	Orlando	1992	(Drama,Fantasy,Romance)
6442	5.0	6442	Belle époque	1992	(Comedy,Romance)
172591	4.75	172591	The Godfather Trilogy: 1972-1990	1992	((no genres listed))
1266	4.111111111111111	1266	Unforgiven	1992	(Drama,Western)
1241	4.05	1241	Dead Alive (Braindead)	1992	(Comedy,Fantasy,Horror)
6612	4.25	6612	Brother's Keeper	1992	(Documentary)
74226	5.0	74226	Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El)	1992	(Documentary,Drama)
1089	4.202290076335878	1089	Reservoir Dogs	1992	(Crime,Mystery,Thriller)
3266	4.5	3266	Man Bites Dog (C'est arrivé près de chez vous)	1992	(Comedy,Crime,Drama,Thriller)
140265	5.0	140265	George Carlin: Jammin' in New York	1992	(Comedy)
3677	4.125	3677	Baraka	1992	(Documentary)
3246	4.166666666666667	3246	Malcolm X	1992	(Drama)
8132	4.333333333333333	8132	Gladiator	1992	(Action,Drama)
2943	4.166666666666667	2943	Indochine	1992	(Drama,Romance)
8582	4.25	8582	Manufacturing Consent: Noam Chomsky and the Media	1992	(Documentary,War)
718	4.125	718	Visitors, The (Visiteurs, Les)	1993	(Comedy,Fantasy,Sci-Fi)
159069	4.5	159069	Comedy of the Strict Regime	1993	(Comedy)
876	5.0	876	Supercop 2 (Project S) (Chao ji ji hua)	1993	(Action,Comedy,Crime,Thriller)
1215	4.03921568627451	1215	Army of Darkness	1993	(Action,Adventure,Comedy,Fantasy,Horror)
157108	4.5	157108	Texas - Doc Snyder hält die Welt in Atem	1993	(Comedy,Western)
527	4.225	527	Schindler's List	1993	(Drama,War)
760	4.25	760	Stalingrad	1993	(Drama,War)
549	4.5	549	Thirty-Two Short Films About Glenn Gould	1993	(Drama,Musical)
26810	4.833333333333333	26810	Bad Boy Bubby	1993	(Drama)
26840	5.0	26840	Sonatine (Sonachine)	1993	(Action,Comedy,Crime,Drama)
8254	4.25	8254	Arizona Dream	1993	(Comedy,Drama,Fantasy,Romance)
284	4.5	284	New York Cop (Nyû Yôku no koppu)	1993	(Action,Crime)
7023	4.5	7023	Wedding Banquet, The (Xi yan)	1993	(Comedy,Drama,Romance)
8268	4.25	8268	Point of No Return	1993	(Action,Thriller)
1148	4.035714285714286	1148	Wallace & Gromit: The Wrong Trousers	1993	(Animation,Children,Comedy,Crime)
475	4.3	475	In the Name of the Father	1993	(Drama)
3213	4.115384615384615	3213	Batman: Mask of the Phantasm	1993	(Animation,Children)
1437	4.25	1437	Cement Garden, The	1993	(Drama)
102217	5.0	102217	Bill Hicks: Revelations	1993	(Comedy)
334	4.2	334	Vanya on 42nd Street	1994	(Drama)
318	4.429022082018927	318	Shawshank Redemption, The	1994	(Crime,Drama)
308	4.025	308	Three Colors: White (Trzy kolory: Bialy)	1994	(Comedy,Drama)
306	4.21875	306	Three Colors: Red (Trois couleurs: Rouge)	1994	(Drama)
296	4.197068403908795	296	Pulp Fiction	1994	(Comedy,Crime,Drama,Thriller)
293	4.018796992481203	293	Léon: The Professional (a.k.a. The Professional) (Léon)	1994	(Action,Crime,Drama,Thriller)
290	4.035714285714286	290	Once Were Warriors	1994	(Crime,Drama)
246	4.293103448275862	246	Hoop Dreams	1994	(Documentary)
157110	4.5	157110	00 Schneider - Jagd auf Nihil Baxter	1994	(Comedy,Crime)
3972	4.125	3972	Legend of Drunken Master, The (Jui kuen II)	1994	(Action,Comedy)
1151	5.0	1151	Lesson Faust	1994	(Animation,Comedy,Drama,Fantasy)
53	5.0	53	Lamerica	1994	(Adventure,Drama)
126088	5.0	126088	A Flintstones Christmas Carol	1994	(Animation,Children,Comedy)
58	4.027027027027027	58	Postman, The (Postino, Il)	1994	(Comedy,Drama,Romance)
496	5.0	496	What Happened Was...	1994	(Comedy,Drama,Romance,Thriller)
26849	5.0	26849	Stand, The	1994	(Adventure,Drama,Fantasy,Horror,Sci-Fi)
32456	4.25	32456	Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)	1994	(Animation,Comedy,Drama,Fantasy)
162	4.205882352941177	162	Crumb	1994	(Documentary)
123	4.375	123	Chungking Express (Chung Hing sam lam)	1994	(Drama,Mystery,Romance)
391	4.5	391	Jason's Lyric	1994	(Crime,Drama)
389	4.5	389	Colonel Chabert, Le	1994	(Drama,Romance,War)
356	4.164133738601824	356	Forrest Gump	1994	(Comedy,Drama,Romance,War)
28	4.2272727272727275	28	Persuasion	1995	(Drama,Romance)
96608	5.0	96608	Runaway Brain	1995	(Animation,Comedy,Sci-Fi)
3046	4.5	3046	Incredibly True Adventure of Two Girls in Love, The	1995	(Comedy,Romance)
1406	4.5	1406	La Cérémonie	1995	(Crime,Drama,Mystery,Thriller)
741	4.148148148148148	741	Ghost in the Shell (Kôkaku kidôtai)	1995	(Animation,Sci-Fi)
665	4.333333333333333	665	Underground	1995	(Comedy,Drama,War)
633	5.0	633	Denise Calls Up	1995	(Comedy)
467	5.0	467	Live Nude Girls	1995	(Comedy)
280	4.076923076923077	280	Murder in the First	1995	(Drama,Thriller)
215	4.041666666666667	215	Before Sunrise	1995	(Drama,Romance)
187	4.125	187	Party Girl	1995	(Comedy)
176	4.3076923076923075	176	Living in Oblivion	1995	(Comedy)
148	5.0	148	Awfully Big Adventure, An	1995	(Drama)
110	4.031645569620253	110	Braveheart	1995	(Action,Drama,War)
99	5.0	99	Heidi Fleiss: Hollywood Madam	1995	(Documentary)
50	4.237745098039215	50	Usual Suspects, The	1995	(Crime,Mystery,Thriller)
40	4.25	40	Cry, the Beloved Country	1995	(Drama)
29	4.0131578947368425	29	City of Lost Children, The (Cité des enfants perdus, La)	1995	(Adventure,Drama,Fantasy,Mystery,Sci-Fi)
1392	4.125	1392	Citizen Ruth	1996	(Comedy,Drama)
136445	5.0	136445	George Carlin: Back in Town	1996	(Comedy)
1361	4.083333333333333	1361	Paradise Lost: The Child Murders at Robin Hood Hills	1996	(Documentary)
1310	5.0	1310	Hype!	1996	(Documentary)
1354	4.071428571428571	1354	Breaking the Waves	1996	(Drama,Mystery)
117849	4.5	117849	La Belle Verte	1996	(Comedy)
608	4.116022099447513	608	Fargo	1996	(Comedy,Crime,Drama,Thriller)
2330	4.5	2330	Hands on a Hard Body	1996	(Comedy,Documentary)
128900	4.5	128900	The Natural Love	1996	(Documentary)
1893	4.5	1893	Beyond Silence (Jenseits der Stille)	1996	(Drama)
626	5.0	626	Thin Line Between Love and Hate, A	1996	(Comedy)
26928	5.0	26928	Summer's Tale, A (Conte d'été)	1996	(Comedy,Drama,Romance)
720	4.092592592592593	720	Wallace & Gromit: The Best of Aardman Animation	1996	(Adventure,Animation,Comedy)
1571	4.5	1571	When the Cat's Away (Chacun cherche son chat)	1996	(Comedy,Romance)
778	4.03921568627451	778	Trainspotting	1996	(Comedy,Crime,Drama)
4350	4.25	4350	Forgotten Silver	1996	(Comedy,Documentary)
800	4.157894736842105	800	Lone Star	1996	(Drama,Mystery,Western)
1545	4.5	1545	Ponette	1996	(Drama)
1533	4.5	1533	Promise, The (La promesse)	1996	(Drama)
994	4.181818181818182	994	Big Night	1996	(Comedy,Drama)
1041	4.590909090909091	1041	Secrets & Lies	1996	(Drama)
1046	4.5	1046	Beautiful Thing	1996	(Drama,Romance)
157775	5.0	157775	Tenchi Muyô! In Love	1996	(Animation,Comedy)
1105	4.666666666666667	1105	Children of the Corn IV: The Gathering	1996	(Horror)
1111	4.125	1111	Microcosmos (Microcosmos: Le peuple de l'herbe)	1996	(Documentary)
1112	4.5	1112	Palookaville	1996	(Action,Comedy,Drama)
1123	4.25	1123	Perfect Candidate, A	1996	(Documentary)
1140	5.0	1140	Entertaining Angels: The Dorothy Day Story	1996	(Drama)
1446	4.428571428571429	1446	Kolya (Kolja)	1996	(Comedy,Drama)
1413	4.25	1413	Whole Wide World, The	1996	(Drama)
1596	4.333333333333333	1596	Career Girls	1997	(Drama)
2324	4.1477272727272725	2324	Life Is Beautiful (La Vita è bella)	1997	(Comedy,Drama,Romance,War)
8025	4.5	8025	The Thief	1997	(Drama)
2175	4.5	2175	Déjà Vu	1997	(Drama,Romance)
1594	4.083333333333333	1594	In the Company of Men	1997	(Comedy,Drama)
95654	4.166666666666667	95654	Geri's Game	1997	(Animation,Children)
1759	5.0	1759	Four Days in September (O Que É Isso, Companheiro?)	1997	(Drama)
1755	4.1	1755	Shooting Fish	1997	(Comedy,Romance)
1734	4.055555555555555	1734	My Life in Pink (Ma vie en rose)	1997	(Comedy,Drama)
1733	4.5	1733	Afterglow	1997	(Drama,Romance)
1719	4.25	1719	Sweet Hereafter, The	1997	(Drama)
1704	4.078014184397163	1704	Good Will Hunting	1997	(Drama,Romance)
1683	4.416666666666667	1683	Wings of the Dove, The	1997	(Drama,Romance)
1673	4.076923076923077	1673	Boogie Nights	1997	(Drama)
1652	4.5	1652	Year of the Horse	1997	(Documentary)
4217	4.25	4217	4 Little Girls	1997	(Documentary)
1631	5.0	1631	Assignment, The	1997	(Action,Thriller)
1617	4.061855670103093	1617	L.A. Confidential	1997	(Crime,Film-Noir,Mystery,Thriller)
150554	5.0	150554	The Love Bug	1997	(Adventure,Children,Comedy,Fantasy)
27156	4.3	27156	Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)	1997	(Action,Animation,Drama,Fantasy,Sci-Fi)
5888	5.0	5888	Brother (Brat)	1997	(Crime,Drama)
77846	5.0	77846	12 Angry Men	1997	(Crime,Drama)
26985	4.5	26985	Nirvana	1997	(Action,Sci-Fi)
5059	5.0	5059	Little Dieter Needs to Fly	1997	(Documentary)
2810	4.2	2810	Perfect Blue	1997	(Animation,Horror,Mystery,Thriller)
2801	4.5	2801	Oscar and Lucinda (a.k.a. Oscar & Lucinda)	1997	(Drama,Romance)
7486	4.75	7486	Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit)	1997	(Drama,Romance)
32460	4.25	32460	Knockin' on Heaven's Door	1997	(Action,Comedy,Crime,Drama)
4645	4.5	4645	Cure	1997	(Crime,Horror,Thriller)
2295	4.5	2295	Impostors, The	1998	(Comedy)
2196	5.0	2196	Knock Off	1998	(Action)
2585	4.25	2585	Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)	1998	(Drama,Romance)
2028	4.1462765957446805	2028	Saving Private Ryan	1998	(Action,Drama,War)
2563	4.166666666666667	2563	Dangerous Beauty	1998	(Drama)
2557	4.5	2557	I Stand Alone (Seul contre tous)	1998	(Drama,Thriller)
1836	4.5	1836	Last Days of Disco, The	1998	(Comedy,Drama)
1797	4.25	1797	Everest	1998	(Documentary,IMAX)
105540	4.5	105540	All Dogs Christmas Carol, An	1998	(Animation,Children,Comedy,Musical)
2542	4.052238805970149	2542	Lock, Stock & Two Smoking Barrels	1998	(Comedy,Crime,Thriller)
3003	4.5	3003	Train of Life (Train de vie)	1998	(Comedy,Drama,Romance,War)
2333	4.125	2333	Gods and Monsters	1998	(Drama)
2329	4.217054263565892	2329	American History X	1998	(Crime,Drama)
2360	4.458333333333333	2360	Celebration, The (Festen)	1998	(Drama)
2357	4.416666666666667	2357	Central Station (Central do Brasil)	1998	(Drama)
2696	4.333333333333333	2696	Dinner Game, The (Dîner de cons, Le)	1998	(Comedy)
42761	4.5	42761	Casper Meets Wendy	1998	(Adventure,Children,Comedy,Fantasy)
2686	4.026315789473684	2686	Red Violin, The (Violon rouge, Le)	1998	(Drama,Mystery)
4454	5.0	4454	More	1998	(Animation,Drama,Sci-Fi,IMAX)
2323	4.25	2323	Cruise, The	1998	(Documentary)
2318	4.125	2318	Happiness	1998	(Comedy,Drama)
2624	4.25	2624	After Life (Wandafuru raifu)	1998	(Drama,Fantasy)
2314	4.5	2314	Beloved	1998	(Drama)
93320	5.0	93320	Trailer Park Boys	1999	(Comedy,Crime)
33201	4.5	33201	Between Your Legs (Entre las piernas)	1999	(Drama,Mystery,Romance,Thriller)
53355	5.0	53355	Sun Alley (Sonnenallee)	1999	(Comedy,Romance)
147936	4.5	147936	The Lord's Lantern in Budapest	1999	(Comedy,Drama)
136469	5.0	136469	Larry David: Curb Your Enthusiasm	1999	(Comedy)
136447	5.0	136447	George Carlin: You Are All Diseased	1999	(Comedy)
8142	4.25	8142	Dead or Alive: Hanzaisha	1999	(Action,Crime)
2436	4.25	2436	Tea with Mussolini	1999	(Comedy,Drama,War)
2502	4.090425531914893	2502	Office Space	1999	(Comedy,Crime)
2571	4.192446043165468	2571	Matrix, The	1999	(Action,Sci-Fi,Thriller)
2677	4.375	2677	Buena Vista Social Club	1999	(Documentary,Musical)
2761	4.051282051282051	2761	Iron Giant, The	1999	(Adventure,Animation,Children,Drama,Sci-Fi)
2824	5.0	2824	On the Ropes	1999	(Documentary,Drama)
72692	5.0	72692	Mickey's Once Upon a Christmas	1999	(Animation,Comedy,Fantasy)
2858	4.056372549019608	2858	American Beauty	1999	(Drama,Romance)
2959	4.272935779816514	2959	Fight Club	1999	(Action,Crime,Drama,Thriller)
118530	4.5	118530	Fans	1999	(Comedy)
3083	4.157894736842105	3083	All About My Mother (Todo sobre mi madre)	1999	(Drama)
3147	4.148648648648648	3147	Green Mile, The	1999	(Crime,Drama)
33779	4.5	33779	Eddie Izzard: Dress to Kill	1999	(Comedy)
3241	4.5	3241	Cup, The (Phörpa)	1999	(Comedy)
3289	4.5	3289	Not One Less (Yi ge dou bu neng shao)	1999	(Drama)
3302	4.75	3302	Beautiful People	1999	(Comedy)
6402	5.0	6402	Siam Sunset	1999	(Comedy)
3328	4.052631578947368	3328	Ghost Dog: The Way of the Samurai	1999	(Crime,Drama)
3795	5.0	3795	Five Senses, The	1999	(Drama)
3822	4.125	3822	Girl on the Bridge, The (Fille sur le pont, La)	1999	(Drama,Romance)
3855	4.75	3855	Affair of Love, An (Liaison pornographique, Une)	1999	(Drama,Romance)
4374	4.5	4374	Let It Snow	1999	(Comedy,Romance)
27480	4.5	27480	Dead or Alive 2: Tôbôsha	2000	(Action,Crime,Thriller)
4157	4.5	4157	Price of Milk, The	2000	(Comedy,Drama,Fantasy,Romance)
7842	4.375	7842	Dune	2000	(Drama,Fantasy,Sci-Fi)
4160	4.125	4160	Widow of St. Pierre, The (Veuve de Saint-Pierre, La)	2000	(Drama,Romance)
4226	4.122641509433962	4226	Memento	2000	(Mystery,Thriller)
4273	4.5	4273	Under the Sand	2000	(Drama)
4307	4.5	4307	Fast Food, Fast Women	2000	(Comedy,Romance)
4334	4.6	4334	Yi Yi	2000	(Drama)
117646	4.5	117646	Dragonheart 2: A New Beginning	2000	(Action,Adventure,Comedy,Drama,Fantasy,Thriller)
62336	4.277777777777778	62336	FLCL	2000	(Animation,Comedy,Fantasy,Sci-Fi)
4342	4.5	4342	Big Eden	2000	(Drama,Romance)
3275	4.22093023255814	3275	Boondock Saints, The	2000	(Action,Crime,Drama,Thriller)
3303	5.0	3303	Black Tar Heroin: The Dark End of the Street	2000	(Documentary)
6300	4.5	6300	Flickering Lights (Blinkende lygter)	2000	(Action,Comedy,Crime)
3353	4.5	3353	Closer You Get, The	2000	(Comedy,Romance)
3567	5.0	3567	Bossa Nova	2000	(Comedy,Drama,Romance)
4642	4.181818181818182	4642	Hedwig and the Angry Inch	2000	(Comedy,Drama,Musical)
3851	5.0	3851	I'm the One That I Want	2000	(Comedy)
3951	5.0	3951	Two Family House	2000	(Drama)
3983	4.166666666666667	3983	You Can Count on Me	2000	(Drama,Romance)
4011	4.155913978494624	4011	Snatch	2000	(Comedy,Crime,Thriller)
4021	4.3	4021	Before Night Falls	2000	(Drama)
4077	4.5	4077	With a Friend Like Harry... (Harry, un ami qui vous veut du bien)	2000	(Drama,Thriller)
4142	4.25	4142	Left Behind: The Movie	2000	(Action,Adventure,Drama,Thriller)
4144	4.214285714285714	4144	In the Mood For Love (Fa yeung nin wa)	2000	(Drama,Romance)
4152	4.25	4152	Vatel	2000	(Drama)
84844	4.5	84844	Brother 2 (Brat 2)	2000	(Crime,Drama)
27320	5.0	27320	Nine Lives of Tomas Katz, The	2000	(Comedy,Drama,Fantasy)
27328	4.5	27328	Monday	2000	(Action,Comedy,Crime,Fantasy,Thriller)
27397	4.25	27397	Joint Security Area (Gongdong gyeongbi guyeok JSA)	2000	(Crime,Drama,Mystery,Thriller,War)
8795	4.5	8795	Musa the Warrior (Musa)	2001	(Action,Adventure,Drama,War)
4765	4.333333333333333	4765	L.I.E.	2001	(Drama)
5425	4.25	5425	Dark Blue World (Tmavomodrý svet)	2001	(Drama,War)
87834	5.0	87834	My Life as McDull (Mak dau goo si)	2001	(Animation,Comedy,Drama)
7572	4.5	7572	Wit	2001	(Drama)
5949	4.25	5949	Intact (Intacto)	2001	(Thriller)
5328	5.0	5328	Rain	2001	(Drama,Romance)
5618	4.155172413793103	5618	Spirited Away (Sen to Chihiro no kamikakushi)	2001	(Adventure,Animation,Fantasy)
4993	4.106060606060606	4993	Lord of the Rings: The Fellowship of the Ring, The	2001	(Adventure,Fantasy)
6776	4.166666666666667	6776	Lagaan: Once Upon a Time in India	2001	(Comedy,Drama,Musical,Romance)
170705	4.285714285714286	170705	Band of Brothers	2001	(Action,Drama,War)
4973	4.183333333333334	4973	Amelie (Fabuleux destin d'Amélie Poulain, Le)	2001	(Comedy,Romance)
80124	5.0	80124	Sisters (Syostry)	2001	(Action,Crime,Drama)
5614	4.5	5614	His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le)	2001	(Drama,Romance)
