Nightmare on Elm Street 5: The Dream Child, A	0	2	1	1	3	7
Friday the 13th Part 2	0	2	1	3	1	7
Friday the 13th Part 3: 3D	0	1	2	2	2	7
Enemy	0	5	1	1	0	7
Lolita	2	4	1	0	0	7
Computer Wore Tennis Shoes, The	0	1	4	2	0	7
Inside Llewyn Davis	2	3	1	1	0	7
Day of the Doctor, The	5	2	0	0	0	7
47 Ronin	1	2	1	1	2	7
Angels and Insects	4	0	2	0	1	7
Cujo	0	0	2	5	0	7
Dunston Checks In	0	0	5	1	1	7
Who's Afraid of Virginia Woolf?	3	3	1	0	0	7
Conjuring, The	2	5	0	0	0	7
Lone Ranger, The	0	4	1	1	1	7
Henry: Portrait of a Serial Killer	2	4	1	0	0	7
Dead Man on Campus	0	1	1	5	0	7
Dirty Work	1	1	4	1	0	7
Lifeboat	4	2	1	0	0	7
Fast & Furious 6 (Fast and the Furious 6, The)	1	3	2	1	0	7
Shadow of a Doubt	2	4	1	0	0	7
My Bodyguard	2	2	3	0	0	7
Practical Magic	2	2	0	3	0	7
Vampires	1	0	2	3	1	7
Misérables, Les	0	5	2	0	0	7
Mona Lisa	1	4	0	2	0	7
Nights of Cabiria (Notti di Cabiria, Le)	2	5	0	0	0	7
Rugrats Movie, The	0	1	3	2	1	7
Batman: The Dark Knight Returns, Part 1	1	6	0	0	0	7
Police Academy 4: Citizens on Patrol	1	0	2	1	3	7
Little Voice	2	3	2	0	0	7
Here Comes the Boom	0	3	2	1	1	7
Taken 2	2	2	1	1	1	7
Waiting to Exhale	0	0	4	2	1	7
Peggy Sue Got Married	1	2	3	0	1	7
Beasts of the Southern Wild	1	2	4	0	0	7
20 Dates	0	4	1	0	2	7
Jawbreaker	0	1	1	3	2	7
Haunting, The	2	3	2	0	0	7
NeverEnding Story III, The	0	0	2	3	2	7
Lolita	0	4	3	0	0	7
Barry Lyndon	2	3	1	1	0	7
Twilight Saga: Breaking Dawn - Part 1, The	0	1	2	3	1	7
Radio Days	0	3	3	1	0	7
Thomas Crown Affair, The	2	4	1	0	0	7
Margin Call	2	2	3	0	0	7
Iron Eagle	0	0	3	3	1	7
Muse, The	0	3	3	0	1	7
Adventures of Milo and Otis, The (Koneko monogatari)	3	2	2	0	0	7
Stop Making Sense	3	1	3	0	0	7
Tommy	0	3	2	1	1	7
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak)	1	3	1	1	1	7
Random Hearts	1	1	1	2	2	7
Superstar	2	1	3	1	0	7
Louis C.K.: Shameless	4	2	0	0	1	7
Sullivan's Travels	2	4	1	0	0	7
Louis C.K.: Chewed Up	3	1	1	0	2	7
Melancholia	2	3	0	0	2	7
Help!	0	4	3	0	0	7
Just Go with It	2	2	1	1	1	7
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro)	4	3	0	0	0	7
Piranha	1	0	3	2	1	7
Quest for Fire (Guerre du feu, La)	2	3	1	1	0	7
Tourist, The	0	2	3	1	1	7
Chronicles of Narnia: The Voyage of the Dawn Treader, The	3	2	2	0	0	7
Love and Other Drugs	0	2	3	2	0	7
Tora! Tora! Tora!	1	5	1	0	0	7
Verdict, The	4	2	1	0	0	7
Next Three Days, The	2	3	2	0	0	7
Unstoppable	0	5	2	0	0	7
Shampoo	2	1	1	2	1	7
Jagged Edge	1	3	3	0	0	7
Let Me In	2	4	1	0	0	7
Resident Evil: Afterlife	0	4	2	1	0	7
Grand Illusion (La grande illusion)	2	2	2	1	0	7
Dinner for Schmucks	1	3	2	1	0	7
Mr. Nobody	3	4	0	0	0	7
Shrek Forever After (a.k.a. Shrek: The Final Chapter)	3	2	1	1	0	7
Presidio, The	0	1	4	2	0	7
To Sir with Love	2	4	1	0	0	7
Flamingo Kid, The	1	1	2	2	1	7
Ghost Writer, The	2	3	2	0	0	7
Percy Jackson & the Olympians: The Lightning Thief	0	1	4	1	1	7
Born Yesterday	2	5	0	0	0	7
Searchers, The	2	4	1	0	0	7
Who's Harry Crumb?	0	3	0	4	0	7
Blind Date	0	0	4	2	1	7
Invictus	1	4	2	0	0	7
Jungle Fever	0	2	4	1	0	7
Bamba, La	0	1	5	1	0	7
Gamer	0	5	2	0	0	7
Secret in Their Eyes, The (El secreto de sus ojos)	3	3	0	0	1	7
Rules of Engagement	0	2	4	1	0	7
Mystery Train	3	1	1	2	0	7
Where the Heart Is	0	5	2	0	0	7
Year One	0	2	4	0	1	7
Land of the Lost	1	4	1	0	1	7
Gold Rush, The	3	3	1	0	0	7
Death and the Maiden	1	2	4	0	0	7
Fabulous Baker Boys, The	0	1	6	0	0	7
Paul Blart: Mall Cop	0	2	4	0	1	7
Underworld: Rise of the Lycans	2	3	2	0	0	7
Defiance	2	5	0	0	0	7
Reader, The	0	5	1	1	0	7
Doubt	1	3	3	0	0	7
Day the Earth Stood Still, The	0	0	7	0	0	7
Breaker Morant	1	5	1	0	0	7
Wave, The (Welle, Die)	0	5	2	0	0	7
Cat Ballou	0	2	4	1	0	7
Star Wars: The Clone Wars	0	1	3	2	1	7
Mummy: Tomb of the Dragon Emperor, The	0	1	5	1	0	7
Contender, The	0	3	2	2	0	7
Transformers: The Movie	1	4	1	0	1	7
Jerky Boys, The	1	0	1	2	3	7
Pledge, The	1	3	2	0	1	7
Run Fatboy Run	0	4	2	1	0	7
Other Boleyn Girl, The	1	5	1	0	0	7
Sugar & Spice	0	2	2	2	1	7
Flowers in the Attic	0	2	3	1	1	7
3000 Miles to Graceland	1	0	3	3	0	7
Hitman	1	3	2	1	0	7
Dish, The	1	6	0	0	0	7
Man of the House	0	3	2	1	1	7
Hot Rod	1	3	1	2	0	7
Fido	0	3	4	0	0	7
Surf's Up	0	5	2	0	0	7
Mr. Brooks	3	3	1	0	0	7
Princess and the Warrior, The (Krieger und die Kaiserin, Der)	2	2	3	0	0	7
Inglorious Bastards (Quel maledetto treno blindato)	3	2	1	0	1	7
Host, The (Gwoemul)	2	4	1	0	0	7
Bully	2	3	1	0	1	7
Good Shepherd, The	0	3	3	1	0	7
Wet Hot American Summer	2	3	1	1	0	7
Road House	0	2	3	2	0	7
War of the Roses, The	0	5	2	0	0	7
Flushed Away	1	4	2	0	0	7
Altered States	2	2	2	1	0	7
Together (Tillsammans)	1	4	2	0	0	7
Jackass Number Two	2	3	1	0	1	7
Jeepers Creepers	0	2	2	2	1	7
Jesus Camp	3	4	0	0	0	7
Band of Brothers	4	2	1	0	0	7
Invincible	0	4	2	0	1	7
National Lampoon's Senior Trip	1	0	1	5	0	7
Heist	0	4	3	0	0	7
United 93	3	4	0	0	0	7
Lord of the Flies	1	3	3	0	0	7
Party, The	0	4	3	0	0	7
Pink Panther, The	0	3	2	2	0	7
World's Fastest Indian, The	0	6	1	0	0	7
Grandma's Boy	0	1	4	1	1	7
Rollerball	0	0	1	4	2	7
Matador, The	0	4	1	2	0	7
Crossroads	1	0	1	4	1	7
Ferngully: The Last Rainforest	0	4	2	1	0	7
Chicken Little	0	2	1	3	1	7
Revolver	2	1	2	2	0	7
American Pie Presents: Band Camp (American Pie 4: Band Camp)	0	1	3	1	2	7
Shopgirl	0	3	3	1	0	7
Slap Shot	3	2	1	1	0	7
Proof	1	3	3	0	0	7
Joe Versus the Volcano	1	3	1	2	0	7
Murder by Numbers	0	1	5	1	0	7
Enigma	0	3	4	0	0	7
Dogtown and Z-Boyz	1	5	1	0	0	7
Four Brothers	1	4	2	0	0	7
Unfaithful	1	3	3	0	0	7
Devil's Rejects, The	2	3	2	0	0	7
Lords of Dogtown	1	2	2	2	0	7
Sisterhood of the Traveling Pants, The	1	2	2	2	0	7
Rabbit-Proof Fence	2	2	3	0	0	7
Kicking & Screaming	0	2	3	1	1	7
Master of Disguise, The	0	2	0	3	2	7
Spy Kids 2: The Island of Lost Dreams	0	1	3	1	2	7
24 Hour Party People	0	4	3	0	0	7
Simone (S1m0ne)	0	2	2	1	2	7
Johnny Dangerously	0	3	1	3	0	7
Barbershop	0	1	4	2	0	7
Sahara	0	2	5	0	0	7
Stealing Harvard	0	0	4	3	0	7
John Wick: Chapter Two	3	3	1	0	0	7
Pacifier, The	0	0	6	1	0	7
Gallipoli	5	1	1	0	0	7
I Spy	0	1	2	4	0	7
Coach Carter	0	2	5	0	0	7
The Lego Batman Movie	2	4	0	0	1	7
King of Comedy, The	2	5	0	0	0	7
Tears of the Sun	0	3	1	2	1	7
Dreamcatcher	0	2	3	1	1	7
House of 1000 Corpses	1	1	3	1	1	7
2046	2	5	0	0	0	7
Capturing the Friedmans	3	3	0	1	0	7
Hollywood Homicide	0	2	5	0	0	7
Wait Until Dark	0	6	0	0	1	7
THX 1138	2	4	1	0	0	7
Warcraft	0	5	0	1	0	6
Overboard	0	2	3	1	0	6
Dolce Vita, La	1	3	2	0	0	6
Eagle Has Landed, The	0	2	4	0	0	6
Night at the Museum: Secret of the Tomb	1	3	2	0	0	6
Transamerica	0	5	1	0	0	6
Beauty and the Beast (La belle et la bête)	0	4	1	1	0	6
Picture Perfect	0	2	1	3	0	6
Day of the Jackal, The	2	4	0	0	0	6
Freshman, The	0	1	5	0	0	6
In the Company of Men	3	2	0	1	0	6
Maze Runner: Scorch Trials	0	1	2	0	3	6
Jade	0	1	3	2	0	6
Taking of Pelham 1 2 3, The	0	2	4	0	0	6
Vantage Point	0	4	2	0	0	6
Snow Dogs	1	0	2	1	2	6
Dragonslayer	1	5	0	0	0	6
Shipping News, The	0	3	1	2	0	6
Nanny McPhee	0	2	4	0	0	6
Wings of the Dove, The	4	1	1	0	0	6
Inherent Vice	1	3	2	0	0	6
Following	0	6	0	0	0	6
Lookout, The	0	4	1	1	0	6
Eye for an Eye	1	3	2	0	0	6
TMNT (Teenage Mutant Ninja Turtles)	0	2	4	0	0	6
Tales from the Hood	0	1	4	1	0	6
Out-of-Towners, The	0	0	2	2	2	6
Failure to Launch	0	3	2	1	0	6
Punisher: War Zone	0	2	3	1	0	6
She's the Man	2	2	2	0	0	6
Everest	3	2	1	0	0	6
Bounty Hunter, The	0	0	5	1	0	6
Fireworks (Hana-bi)	2	3	1	0	0	6
Becoming Jane	0	1	4	1	0	6
Object of My Affection, The	0	0	4	2	0	6
Lantana	2	2	2	0	0	6
Man Bites Dog (C'est arrivé près de chez vous)	4	2	0	0	0	6
Made	0	1	3	2	0	6
Drag Me to Hell	2	3	1	0	0	6
Dark Shadows	0	1	2	3	0	6
Repo Men	2	2	1	1	0	6
Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)	1	3	1	0	1	6
Village of the Damned	0	3	1	2	0	6
Eye of the Beholder	0	0	1	2	3	6
Snow White and the Huntsman	0	2	3	1	0	6
Wing Commander	0	1	4	1	0	6
Rage: Carrie 2, The	0	0	0	5	1	6
Hills Have Eyes, The	1	2	2	1	0	6
Arizona Dream	2	4	0	0	0	6
Dead Pool, The	0	2	2	2	0	6
Hot Chick, The	0	1	4	1	0	6
Safety Not Guaranteed	0	5	1	0	0	6
Clockwatchers	1	4	1	0	0	6
This Film Is Not Yet Rated	0	4	2	0	0	6
Mutiny on the Bounty	1	5	0	0	0	6
Other Sister, The	1	2	2	1	0	6
Abraham Lincoln: Vampire Hunter	0	1	4	1	0	6
Daddy Day Care	0	1	3	1	1	6
200 Cigarettes	0	2	3	1	0	6
Man for All Seasons, A	3	2	1	0	0	6
Other Woman, The	1	1	1	3	0	6
Drumline	0	2	2	2	0	6
Prairie Home Companion, A	0	5	1	0	0	6
Transporter 3	0	2	1	3	0	6
True Grit	2	2	2	0	0	6
Klute	2	3	1	0	0	6
Message in a Bottle	0	2	2	2	0	6
White Chicks	0	2	3	1	0	6
Friday the 13th Part IV: The Final Chapter	0	1	2	3	0	6
Stick It	0	1	3	2	0	6
Eddie Murphy Raw	2	1	1	2	0	6
Ice Age 4: Continental Drift	0	2	3	0	1	6
Art School Confidential	1	2	2	1	0	6
Robin Hood	1	2	1	2	0	6
Poltergeist II: The Other Side	0	0	0	4	2	6
Vanishing, The (Spoorloos)	1	5	0	0	0	6
RoboCop	0	0	4	2	0	6
Tea with Mussolini	3	2	1	0	0	6
Fantastic Voyage	0	1	2	3	0	6
Waitress	1	5	0	0	0	6
Stepmom	2	1	0	3	0	6
Always	1	0	2	3	0	6
Invention of Lying, The	1	1	1	1	2	6
Mighty Joe Young	0	1	3	2	0	6
Monuments Men, The	0	2	3	0	1	6
You, Me and Dupree	0	0	4	1	1	6
Memphis Belle	0	2	3	1	0	6
Hide and Seek	0	0	4	1	1	6
My Super Ex-Girlfriend	0	1	1	1	3	6
Lean on Me	1	3	2	0	0	6
Ride Along	0	3	2	1	0	6
Nothing in Common	0	2	1	3	0	6
Master, The	2	2	2	0	0	6
Blank Check	0	1	2	2	1	6
End of Watch	1	4	1	0	0	6
Sinbad: Legend of the Seven Seas	0	6	0	0	0	6
D2: The Mighty Ducks	0	1	3	2	0	6
Charlie Brown Christmas, A	3	2	1	0	0	6
Return of Jafar, The	0	1	2	2	1	6
Return to Oz	0	2	3	1	0	6
Song of the South	0	3	3	0	0	6
Inland Empire	2	3	0	0	1	6
Cabin Boy	0	0	2	3	1	6
World Trade Center	0	1	3	2	0	6
Air America	1	0	3	2	0	6
Heat, The	1	3	2	0	0	6
Bandits	0	2	1	3	0	6
Gods Must Be Crazy II, The	2	1	3	0	0	6
Even Cowgirls Get the Blues	0	1	0	5	0	6
White House Down	0	3	1	1	1	6
Troop Beverly Hills	0	1	1	2	2	6
The Accountant	0	4	0	1	1	6
Beerfest	1	3	2	0	0	6
Education, An	1	4	1	0	0	6
Central Station (Central do Brasil)	3	3	0	0	0	6
Titus	2	3	1	0	0	6
Hearts in Atlantis	0	2	3	0	1	6
Blow-Up (Blowup)	1	3	2	0	0	6
SpaceCamp	0	0	2	3	1	6
Getaway, The	0	0	2	4	0	6
Bride of Chucky (Child's Play 4)	0	1	2	1	2	6
Holy Man	0	0	4	2	0	6
Next Friday	0	4	0	2	0	6
Side Effects	2	4	0	0	0	6
Trouble with Harry, The	1	2	2	1	0	6
Good Day to Die Hard, A	0	1	1	3	1	6
Big Trouble	0	0	4	1	1	6
Last Airbender, The	0	1	1	2	2	6
Black Dahlia, The	0	3	2	1	0	6
Wicker Man, The	0	6	0	0	0	6
Knight and Day	1	4	0	0	1	6
Babysitter, The	1	0	1	2	2	6
3 Ninjas	1	0	1	2	2	6
AVPR: Aliens vs. Predator - Requiem	0	2	1	2	1	6
Pecker	2	1	2	0	1	6
Unforgiven, The	2	2	2	0	0	6
Kids Are All Right, The	0	2	3	0	1	6
Invasion of the Body Snatchers	2	3	1	0	0	6
Inherit the Wind	2	3	1	0	0	6
Kubo and the Two Strings	2	3	1	0	0	6
Oz the Great and Powerful	1	2	1	2	0	6
The Magnificent Seven	1	4	1	0	0	6
Wristcutters: A Love Story	2	3	1	0	0	6
Lady Vanishes, The	1	4	1	0	0	6
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto)	4	2	0	0	0	6
Employee of the Month	0	1	4	1	0	6
One Crazy Summer	2	0	1	3	0	6
Roger Dodger	1	3	2	0	0	6
Crush, The	0	1	0	5	0	6
Pokémon the Movie 2000	0	0	2	1	3	6
I'll Do Anything	0	0	4	2	0	6
Ikiru	1	4	0	0	1	6
Heavyweights (Heavy Weights)	0	1	3	1	1	6
Sully	0	4	1	1	0	6
Naked	2	2	1	1	0	6
Switch, The	0	1	4	0	1	6
Confidence	0	3	0	2	1	6
The Legend of Tarzan	0	4	1	1	0	6
Monkeybone	0	1	2	1	2	6
Cursed	0	0	2	4	0	6
Life as We Know It	1	2	2	0	1	6
Cobb	0	3	2	1	0	6
Jeffrey	2	1	3	0	0	6
Audition (Ôdishon)	1	4	1	0	0	6
Terminal Velocity	0	1	3	2	0	6
War Room, The	0	3	2	1	0	6
Matewan	2	4	0	0	0	6
Commando	1	2	3	0	0	6
Jackass 3D	2	2	2	0	0	6
Doc Hollywood	0	2	4	0	0	6
Little Big League	0	1	3	1	1	6
Mansfield Park	0	2	3	1	0	6
Snowden	2	3	1	0	0	6
Ernest Scared Stupid	0	1	2	0	3	6
August Rush	1	2	3	0	0	6
Of Mice and Men	0	4	2	0	0	6
Hellraiser: Bloodline	1	0	1	3	1	6
Morning Glory	0	1	4	1	0	6
Pallbearer, The	0	1	2	3	0	6
Futurama: Into the Wild Green Yonder	0	4	2	0	0	6
Harley Davidson and the Marlboro Man	0	3	1	2	0	6
Poison Ivy	0	1	0	4	1	6
Peter Pan	0	4	1	0	1	6
Mermaids	0	3	2	1	0	6
Meatballs Part II	0	2	0	1	3	6
Manhunter	2	3	1	0	0	6
Reversal of Fortune	1	4	0	1	0	6
Strada, La	4	2	0	0	0	6
Last Supper, The	1	2	2	1	0	6
Ichi the Killer (Koroshiya 1)	1	2	2	1	0	6
Revenge of the Nerds II: Nerds in Paradise	0	1	1	3	1	6
Bringing Down the House	0	0	3	2	1	6
Little Fockers	0	1	1	1	3	6
Gulliver's Travels	0	0	2	3	1	6
Amityville Horror, The	0	0	4	1	1	6
Lot Like Love, A	0	3	2	0	1	6
Omega Man, The	1	3	2	0	0	6
Enron: The Smartest Guys in the Room	2	3	1	0	0	6
House of Wax	0	0	3	1	2	6
Nighthawks	0	3	2	1	0	6
Stranger Than Paradise	3	1	1	1	0	6
Daddy's Home	0	3	1	1	1	6
K-19: The Widowmaker	0	4	1	1	0	6
American Movie	1	4	1	0	0	6
Adventures of Pinocchio, The	1	1	3	1	0	6
Look Who's Talking Now	0	1	0	1	4	6
Unknown	0	4	1	1	0	6
Split	2	2	1	0	1	6
Fired Up	2	2	1	1	0	6
High School High	0	1	1	2	2	6
She's Gotta Have It	0	3	2	1	0	6
Bringing Out the Dead	0	4	1	1	0	6
Basquiat	0	3	1	1	1	6
Bulletproof	1	0	3	1	1	6
Dangerous Lives of Altar Boys, The	0	4	2	0	0	6
Ninotchka	2	3	1	0	0	6
Tomcats	0	1	2	1	2	6
Very Long Engagement, A (Un long dimanche de fiançailles)	1	3	2	0	0	6
Gigi	2	0	3	1	0	6
Bear, The (Ours, L')	0	4	1	1	0	6
Laura	2	4	0	0	0	6
All That Jazz	2	3	1	0	0	6
Giant	1	4	1	0	0	6
East of Eden	0	6	0	0	0	6
Club Dread	0	0	2	3	1	6
Bounce	0	1	2	2	1	6
Someone to Watch Over Me	0	2	3	1	0	6
Everest	0	2	3	1	0	6
Highlander: Endgame (Highlander IV)	0	0	3	2	1	6
Josie and the Pussycats	0	2	0	0	4	6
Senna	3	2	0	0	1	6
Family Guy Presents: It's a Trap	1	3	2	0	0	6
Glimmer Man, The	0	1	4	1	0	6
Win Win	2	3	1	0	0	6
Believer, The	2	4	0	0	0	6
Gilda	0	6	0	0	0	6
That Darn Cat!	0	1	2	2	1	6
Titanic	3	1	0	1	1	6
Missing in Action	0	0	2	3	1	6
Ladies Man, The	0	0	1	2	3	6
Arthur	0	3	1	2	0	6
Daybreakers	0	5	1	0	0	6
After the Sunset	1	3	2	0	0	6
Sky High	1	2	1	1	1	6
Mixed Nuts	0	0	1	4	1	6
Three Caballeros, The	1	3	1	1	0	6
The Hunger	1	3	1	1	0	6
American Ultra	0	3	1	1	1	6
Center Stage	2	1	1	1	1	6
Quills	0	4	0	1	1	6
Attack the Block	1	2	3	0	0	6
Twilight Samurai, The (Tasogare Seibei)	2	3	1	0	0	6
She-Devil	0	1	2	1	2	6
Bitter Moon	1	1	4	0	0	6
Backbeat	0	3	3	0	0	6
Uptown Girls	1	0	3	2	0	6
Husbands and Wives	1	5	0	0	0	6
Persona	2	3	0	1	0	6
Scarlet Letter, The	1	0	1	3	1	6
Force 10 from Navarone	0	1	4	1	0	6
Nine Queens (Nueve reinas)	2	2	1	1	0	6
Ju-on: The Grudge	0	0	4	2	0	6
Ginger Snaps	1	5	0	0	0	6
How to Lose Friends & Alienate People	1	2	1	1	1	6
Armour of God (Long xiong hu di)	0	3	2	0	1	6
Southpaw	0	3	1	1	1	6
Candidate, The	0	4	2	0	0	6
Air Up There, The	0	0	2	4	0	6
30 Minutes or Less	0	2	3	1	0	6
Great Race, The	0	3	2	1	0	6
Passengers	0	5	1	0	0	6
Colombiana	1	0	2	2	1	6
Drop Dead Fred	2	0	0	4	0	6
Ladder 49	1	4	1	0	0	6
Vacation	1	3	1	1	0	6
Steve Jobs	2	2	2	0	0	6
Beyond Rangoon	0	2	1	1	2	6
Real Steel	0	4	1	0	1	6
Enchanted April	1	4	1	0	0	6
Burnt by the Sun (Utomlyonnye solntsem)	4	0	1	0	1	6
Tie Me Up! Tie Me Down! (¡Átame!)	0	2	3	1	0	6
Madonna: Truth or Dare	1	2	2	1	0	6
Cat's Eye	0	0	3	3	0	6
Pixels	0	1	3	1	1	6
Lost in La Mancha	0	2	4	0	0	6
Quiet Man, The	1	2	2	1	0	6
Exorcism of Emily Rose, The	0	1	4	1	0	6
Bad Taste	1	1	3	0	1	6
Furious 7	1	2	1	0	2	6
Johnny English Reborn	0	3	1	2	0	6
Walking Tall	0	3	2	0	1	6
Insurgent	1	1	2	1	1	6
Blob, The	1	1	1	3	0	6
The Alamo	1	3	2	0	0	6
Dreamscape	0	1	2	3	0	6
Paradise Lost: The Child Murders at Robin Hood Hills	2	3	1	0	0	6
Ridicule	0	4	2	0	0	6
Futurama: The Beast with a Billion Backs	0	4	2	0	0	6
Allan Quatermain and the Lost City of Gold	0	0	2	2	2	6
Rum Diary, The	1	3	2	0	0	6
Murder on the Orient Express	0	3	2	1	0	6
Me and Earl and the Dying Girl	1	3	2	0	0	6
Magdalene Sisters, The	3	3	0	0	0	6
First Daughter	2	0	3	1	0	6
Interpreter, The	0	3	3	0	0	6
Coffee and Cigarettes	0	5	1	0	0	6
Dope	1	3	2	0	0	6
Ready to Rumble	0	1	2	2	1	6
Grey, The	0	3	1	1	1	6
Jaws 3-D	0	0	0	3	3	6
Just Friends	1	1	2	2	0	6
The DUFF	2	0	3	1	0	6
Instinct	1	2	1	2	0	6
Girlfight	0	5	0	1	0	6
SubUrbia	1	3	2	0	0	6
School Ties	0	1	5	0	0	6
Jumanji: Welcome to the Jungle	0	5	1	0	0	6
Jason and the Argonauts	0	4	2	0	0	6
Justice League	0	2	1	2	1	6
Journey to the Center of the Earth	0	1	3	0	1	5
It's the Great Pumpkin, Charlie Brown	1	2	2	0	0	5
Jennifer 8	0	1	3	1	0	5
Gossip	0	0	2	3	0	5
Auntie Mame	1	3	0	1	0	5
Cabaret	0	2	2	1	0	5
East is East	1	1	1	2	0	5
Postman Always Rings Twice, The	1	1	3	0	0	5
Prince of Tides, The	0	3	1	1	0	5
Happening, The	0	3	1	1	0	5
Time Traveler's Wife, The	1	4	0	0	0	5
Malèna	1	3	1	0	0	5
Bachelor Party	1	1	1	1	1	5
Frequently Asked Questions About Time Travel	1	2	2	0	0	5
Pandorum	0	4	0	1	0	5
North Dallas Forty	0	2	1	2	0	5
Murphy's Romance	0	1	1	2	1	5
Paranormal Activity	2	0	2	1	0	5
Whip It	0	3	1	0	1	5
Dersu Uzala	2	3	0	0	0	5
Religulous	1	3	1	0	0	5
Brothers	0	4	1	0	0	5
Mo' Better Blues	1	1	3	0	0	5
Before Night Falls	2	3	0	0	0	5
Crazy Heart	1	4	0	0	0	5
Baby... Secret of the Lost Legend	0	1	0	3	1	5
Youth in Revolt	1	1	2	0	1	5
Dracula 2000	0	0	1	3	1	5
Leap Year	0	1	2	1	1	5
Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)	2	3	0	0	0	5
Safe	1	0	2	1	1	5
Birdy	1	1	3	0	0	5
Beyond the Mat	0	4	1	0	0	5
Cop Out	1	0	2	1	1	5
Kid, The	2	2	1	0	0	5
Snow Day	0	1	1	2	1	5
Wind River	1	2	1	1	0	5
Dorian Gray	0	1	4	0	0	5
Spiderwick Chronicles, The	0	4	0	1	0	5
Battle of Algiers, The (La battaglia di Algeri)	4	0	1	0	0	5
Kiss of Death	0	1	4	0	0	5
Agnes of God	0	4	1	0	0	5
Big Easy, The	0	3	2	0	0	5
Four Lions	2	2	1	0	0	5
Draughtsman's Contract, The	1	2	2	0	0	5
Blue Valentine	0	3	1	0	1	5
Ernest Goes to Camp	0	0	0	3	2	5
Exam	1	4	0	0	0	5
Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.	2	2	1	0	0	5
Battlestar Galactica: Razor	2	2	0	1	0	5
Walk Hard: The Dewey Cox Story	1	1	3	0	0	5
The Falcon and the Snowman	0	2	3	0	0	5
Ip Man 2	1	2	1	0	1	5
7th Voyage of Sinbad, The	3	2	0	0	0	5
Bonfire of the Vanities	0	1	1	2	1	5
Flawless	1	3	1	0	0	5
Paranormal Activity 2	1	2	2	0	0	5
Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le)	1	4	0	0	0	5
Peter's Friends	1	1	3	0	0	5
Saw IV	1	1	3	0	0	5
Face in the Crowd, A	2	3	0	0	0	5
Longest Yard, The	0	3	1	1	0	5
Day & Night	3	1	1	0	0	5
Someone Like You	1	2	2	0	0	5
Love Affair	2	0	2	1	0	5
Tailor of Panama, The	0	1	4	0	0	5
I Am Number Four	0	2	3	0	0	5
Story of Us, The	0	0	3	1	1	5
Pokémon 3: The Movie	0	0	3	0	2	5
Super	0	2	2	1	0	5
Palm Beach Story, The	3	1	1	0	0	5
Driven	0	1	3	1	0	5
One Night at McCool's	1	1	3	0	0	5
Voices from the List	3	1	1	0	0	5
Krull	0	1	3	1	0	5
Conformist, The (Conformista, Il)	2	3	0	0	0	5
Hang 'Em High	0	3	2	0	0	5
Incendies	2	3	0	0	0	5
Startup.com	0	3	2	0	0	5
Rush Hour 3	2	0	0	2	1	5
Mr. Popper's Penguins	1	0	1	3	0	5
Charlie Bartlett	1	2	2	0	0	5
Drive Me Crazy	0	1	1	2	1	5
Mumford	0	1	4	0	0	5
Spanish Apartment, The (L'auberge espagnole)	3	1	1	0	0	5
Buddy Holly Story, The	0	4	1	0	0	5
Perfect Blue	3	1	1	0	0	5
Yi Yi	3	2	0	0	0	5
Wild at Heart	1	2	2	0	0	5
Yards, The	1	2	0	2	0	5
Gentlemen Prefer Blondes	1	3	1	0	0	5
Headhunters (Hodejegerne)	0	4	1	0	0	5
Jack and Jill	0	2	0	2	1	5
Brighton Beach Memoirs	0	3	2	0	0	5
Sitter, The	1	1	1	2	0	5
Jules and Jim (Jules et Jim)	3	2	0	0	0	5
We Bought a Zoo	0	3	2	0	0	5
Underworld: Awakening	1	4	0	0	0	5
Run Silent Run Deep	1	1	3	0	0	5
Crazy/Beautiful	1	1	2	1	0	5
Batman	0	1	4	0	0	5
Crimson Rivers, The (Rivières pourpres, Les)	0	3	2	0	0	5
Wolf Man, The	2	1	1	1	0	5
Ghost Rider: Spirit of Vengeance	0	0	0	4	1	5
Castle, The	0	3	2	0	0	5
Dr. Seuss' The Lorax	1	1	2	1	0	5
Man Who Shot Liberty Valance, The	3	2	0	0	0	5
Jiro Dreams of Sushi	3	1	1	0	0	5
Reign Over Me	2	2	1	0	0	5
Walk on the Moon, A	0	1	4	0	0	5
Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)	3	2	0	0	0	5
Accidental Tourist, The	0	3	2	0	0	5
Wild Hogs	0	0	3	2	0	5
Accused, The	0	5	0	0	0	5
Beaches	1	1	1	2	0	5
Wanderlust	1	1	1	2	0	5
Anne Frank Remembered	2	1	2	0	0	5
Great Outdoors, The	1	1	1	2	0	5
Magic Mike	0	2	1	2	0	5
My Favorite Martian	0	0	2	2	1	5
My Stepmother Is an Alien	1	1	1	2	0	5
Simply Irresistible	2	1	1	1	0	5
Short Circuit 2	0	2	1	2	0	5
For the Birds	0	5	0	0	0	5
Planet Earth II	3	1	1	0	0	5
Premium Rush	0	2	2	1	0	5
