Out of Sight	(Comedy,Crime,Drama,Romance,Thriller)
Ice Age	(Adventure,Animation,Children,Comedy)
The Nut Job 2: Nutty by Nature	(Adventure,Animation,Children,Comedy)
Millions	(Children,Comedy,Crime,Drama,Fantasy)
Pusher III: I'm the Angel of Death	(Action,Comedy,Drama,Horror,Thriller)
Grindhouse	(Action,Crime,Horror,Sci-Fi,Thriller)
Lovely Bones, The	(Crime,Drama,Fantasy,Horror,Thriller)
Howl's Moving Castle (Hauru no ugoku shiro)	(Adventure,Animation,Fantasy,Romance)
Hey Arnold! The Movie	(Adventure,Animation,Children,Comedy)
Invasion, The	(Action,Drama,Horror,Sci-Fi,Thriller)
Nut Job, The	(Adventure,Animation,Children,Comedy)
Dark City	(Adventure,Film-Noir,Sci-Fi,Thriller)
Dragon Ball Z: Resurrection of F	(Action,Adventure,Animation,Fantasy)
Secret of NIMH, The	(Adventure,Animation,Children,Drama)
Wasabi	(Action,Comedy,Crime,Drama,Thriller)
Tall Tale	(Adventure,Children,Fantasy,Western)
Strange Magic	(Animation,Children,Fantasy,Musical)
Fantasia	(Animation,Children,Fantasy,Musical)
Ninja Scroll (Jûbei ninpûchô)	(Action,Adventure,Animation,Fantasy)
Pinocchio	(Animation,Children,Fantasy,Musical)
Shrek the Halls	(Adventure,Animation,Comedy,Fantasy)
Another Thin Man	(Comedy,Crime,Drama,Mystery,Romance)
Another 48 Hrs.	(Action,Comedy,Crime,Drama,Thriller)
Wizard of Oz, The	(Adventure,Children,Fantasy,Musical)
Barbarian Invasions, The (Les invasions barbares)	(Comedy,Crime,Drama,Mystery,Romance)
Money Train	(Action,Comedy,Crime,Drama,Thriller)
Captain America	(Action,Fantasy,Sci-Fi,Thriller,War)
Up	(Adventure,Animation,Children,Drama)
Tarzan	(Adventure,Animation,Children,Drama)
Monster House	(Animation,Children,Fantasy,Mystery)
Sword in the Stone, The	(Animation,Children,Fantasy,Musical)
Manhunter	(Action,Crime,Drama,Horror,Thriller)
I Am Legend	(Action,Horror,Sci-Fi,Thriller,IMAX)
Inherent Vice	(Comedy,Crime,Drama,Mystery,Romance)
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu)	(Action,Adventure,Animation,Fantasy)
Metro	(Action,Comedy,Crime,Drama,Thriller)
RoboCop 3	(Action,Crime,Drama,Sci-Fi,Thriller)
Wonder Woman	(Action,Adventure,Animation,Fantasy)
El Cid	(Action,Adventure,Drama,Romance,War)
Bad Boys	(Action,Comedy,Crime,Drama,Thriller)
Beauty and the Beast: The Enchanted Christmas	(Animation,Children,Fantasy,Musical)
Light Years (Gandahar)	(Adventure,Animation,Fantasy,Sci-Fi)
Robin Hood	(Action,Adventure,Drama,Romance,War)
New Adventures of Pippi Longstocking, The	(Adventure,Children,Fantasy,Musical)
Resident Evil: Afterlife	(Action,Horror,Sci-Fi,Thriller,IMAX)
RoboCop	(Action,Crime,Drama,Sci-Fi,Thriller)
Last Boy Scout, The	(Action,Comedy,Crime,Drama,Thriller)
Dead or Alive: Final	(Comedy,Crime,Drama,Sci-Fi,Thriller)
Peter Pan	(Animation,Children,Fantasy,Musical)
Final Fantasy: The Spirits Within	(Adventure,Animation,Fantasy,Sci-Fi)
Nightmare Before Christmas, The	(Animation,Children,Fantasy,Musical)
Asterix at the Olympic Games (Astérix aux jeux olympiques)	(Adventure,Children,Comedy,Fantasy)
Agent Cody Banks	(Action,Adventure,Children,Fantasy)
On Her Majesty's Secret Service	(Action,Adventure,Romance,Thriller)
G-Force	(Action,Adventure,Children,Fantasy)
Muppet Treasure Island	(Adventure,Children,Comedy,Musical)
Claymation Christmas Celebration, A	(Animation,Children,Comedy,Musical)
Night at the Museum: Secret of the Tomb	(Adventure,Children,Comedy,Fantasy)
Angel Heart	(Film-Noir,Horror,Mystery,Thriller)
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César)	(Adventure,Children,Comedy,Fantasy)
Crow, The: Wicked Prayer	(Action,Adventure,Fantasy,Thriller)
Casper Meets Wendy	(Adventure,Children,Comedy,Fantasy)
Holes	(Adventure,Children,Comedy,Mystery)
Ferngully: The Last Rainforest	(Animation,Children,Comedy,Musical)
Ruby Red	(Adventure,Children,Fantasy,Sci-Fi)
Three Kings	(Action,Adventure,Comedy,Drama,War)
Halloweentown	(Adventure,Children,Comedy,Fantasy)
Steamboat Willie	(Animation,Children,Comedy,Musical)
Little Big Soldier (Da bing xiao jiang)	(Action,Adventure,Comedy,Drama,War)
Twister	(Action,Adventure,Romance,Thriller)
Star Wars: The Clone Wars	(Action,Adventure,Animation,Sci-Fi)
Hanna	(Action,Adventure,Mystery,Thriller)
Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)	(Adventure,Children,Fantasy,Sci-Fi)
Ewoks: The Battle for Endor	(Adventure,Children,Fantasy,Sci-Fi)
Watchmen: Tales of the Black Freighter	(Action,Adventure,Animation,Horror)
Looney Tunes: Back in Action	(Action,Animation,Children,Fantasy)
Were the World Mine	(Adventure,Fantasy,Musical,Romance)
From the Earth to the Moon	(Action,Documentary,Drama,Thriller)
Wow! A Talking Fish!	(Animation,Children,Comedy,Fantasy)
Shaggy Dog, The	(Adventure,Children,Comedy,Fantasy)
Sapphire Blue	(Adventure,Children,Fantasy,Sci-Fi)
Last Year's Snow Was Falling	(Animation,Children,Comedy,Fantasy)
Jungle Book, The	(Animation,Children,Comedy,Musical)
Escape from Planet Earth	(Adventure,Animation,Comedy,Sci-Fi)
Perfect Blue	(Animation,Horror,Mystery,Thriller)
Borrowers, The	(Adventure,Children,Comedy,Fantasy)
Gozu (Gokudô kyôfu dai-gekijô: Gozu)	(Comedy,Crime,Drama,Horror,Mystery)
Lady and the Tramp	(Animation,Children,Comedy,Romance)
All Dogs Christmas Carol, An	(Animation,Children,Comedy,Musical)
Memories (Memorîzu)	(Animation,Fantasy,Sci-Fi,Thriller)
Peter Pan	(Action,Adventure,Children,Fantasy)
Stuart Little 3: Call of the Wild	(Animation,Children,Comedy,Fantasy)
Adventures of Sharkboy and Lavagirl 3-D, The	(Action,Adventure,Children,Fantasy)
Space Buddies	(Adventure,Children,Fantasy,Sci-Fi)
Halloweentown High	(Adventure,Children,Comedy,Fantasy)
Akira	(Action,Adventure,Animation,Sci-Fi)
Team America: World Police	(Action,Adventure,Animation,Comedy)
All-Star Superman	(Action,Adventure,Animation,Sci-Fi)
Summer Wars (Samâ wôzu)	(Adventure,Animation,Comedy,Sci-Fi)
Scooby-Doo! Curse of the Lake Monster	(Adventure,Children,Comedy,Mystery)
Mummy: Tomb of the Dragon Emperor, The	(Action,Adventure,Fantasy,Thriller)
Zathura	(Action,Adventure,Children,Fantasy)
Devil's Backbone, The (Espinazo del diablo, El)	(Drama,Fantasy,Horror,Thriller,War)
The Love Bug	(Adventure,Children,Comedy,Fantasy)
Presto	(Animation,Children,Comedy,Fantasy)
Goofy Movie, A	(Animation,Children,Comedy,Romance)
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen)	(Action,Adventure,Animation,Sci-Fi)
Priklyucheniya Kapitana Vrungelya	(Action,Adventure,Animation,Comedy)
Annihilation	(Adventure,Mystery,Sci-Fi,Thriller)
Partly Cloudy	(Animation,Children,Comedy,Fantasy)
Muppet Movie, The	(Adventure,Children,Comedy,Musical)
Boniface's Holiday	(Animation,Children,Comedy,Romance)
Lemony Snicket's A Series of Unfortunate Events	(Adventure,Children,Comedy,Fantasy)
Mission: Impossible	(Action,Adventure,Mystery,Thriller)
The Scorpion King	(Action,Adventure,Fantasy,Thriller)
Alvin and the Chipmunks: The Squeakquel	(Animation,Children,Comedy,Musical)
A Wrinkle in Time	(Adventure,Children,Fantasy,Sci-Fi)
Cloudy with a Chance of Meatballs 2	(Animation,Children,Comedy,Fantasy)
Batman & Robin	(Action,Adventure,Fantasy,Thriller)
Emperor's New Groove 2: Kronk's New Groove, The	(Animation,Children,Comedy,Romance)
Son of the Mask	(Adventure,Children,Comedy,Fantasy)
Chill Factor	(Action,Adventure,Comedy,Thriller)
Moonraker	(Action,Adventure,Sci-Fi,Thriller)
Shadow, The	(Action,Adventure,Fantasy,Mystery)
Beavis and Butt-Head Do America	(Adventure,Animation,Comedy,Crime)
Lost World: Jurassic Park, The	(Action,Adventure,Sci-Fi,Thriller)
Clash of the Titans	(Action,Adventure,Fantasy,Romance)
Powerpuff Girls, The	(Action,Animation,Children,Comedy)
Stardust	(Adventure,Comedy,Fantasy,Romance)
How the Grinch Stole Christmas!	(Animation,Comedy,Fantasy,Musical)
Chinatown	(Crime,Film-Noir,Mystery,Thriller)
